Date,Open,High,Low,Close,Adj Close,Volume
6/1/2015,513.589966,514.761719,499.678131,500.585632,500.585632,2899900
7/1/2015,505.611847,505.855164,498.281952,499.727997,499.727997,2065000
8/1/2015,496.626526,502.101471,489.65564,501.30368,501.30368,3353500
9/1/2015,503.377991,503.537537,493.435272,494.811493,494.811493,2071300
12/1/2015,493.584869,494.618011,486.225067,491.201416,491.201416,2326700
13/1/2015,497.474182,501.602844,491.04184,494.821472,494.821472,2370400
